filename,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK
00007108.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00007157.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00007242.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00007326.png,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
00007334.png,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
00007347.png,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
00007360.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00007481.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00007514.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00007621.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00007622.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00007671.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00007818.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00008184.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00008224.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00008393.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00008526.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00008553.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00008557.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00008728.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00008779.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00008913.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009050.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009095.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009101.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00009307.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009382.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00009448.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009619.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00009622.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00009630.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00009659.png,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
00009723.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00009761.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00010009.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010031.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010078.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010131.png,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
00010134.png,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
00010206.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00010214.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010224.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00010332.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00010603.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010638.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00010692.png,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00010872.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00010981.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00011103.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00011122.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00011130.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00011147.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00011197.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00011235.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00011463.png,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
00011518.png,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
00011601.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00011867.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00011944.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00012004.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00012015.png,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00012035.png,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00012058.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012243.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00012401.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012490.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012569.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00012578.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012619.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00012666.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012695.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00012703.png,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012785.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00012828.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00012969.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00013135.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00013150.png,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00013191.png,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00013288.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
00013385.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00013400.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013636.png,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00013690.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00013733.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00013773.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00013865.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00013909.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00013984.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00014058.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00014068.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
00014338.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00014628.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00015050.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015061.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015085.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00015294.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00015409.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015551.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
00015579.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00015612.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015660.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015824.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015953.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00016217.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00016237.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00016412.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00016456.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00016577.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00016643.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00016664.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00016703.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00016723.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00016922.png,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00016963.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00016985.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017005.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017034.png,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
00017091.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017132.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017139.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017146.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00017152.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017155.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017222.png,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
00017224.png,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00017346.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00017560.png,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
00017578.png,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
00017681.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017744.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017901.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017945.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017968.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018002.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00018134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018634.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018650.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018838.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018861.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018966.png,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
00019021.png,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
00019060.png,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
00019061.png,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
00019069.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019104.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00019105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019122.png,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
00019156.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019201.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019249.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019367.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019371.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00019455.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00019538.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019539.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019540.png,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00019599.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00019674.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00019725.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
00019965.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00020022.png,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00020027.png,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00020034.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00020327.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00020411.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00020412.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00020414.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00020469.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00020480.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00020664.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00020668.png,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00020779.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021051.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021088.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021095.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021109.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021172.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021257.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021352.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021417.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00021482.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021684.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021830.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00021953.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00021977.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00021985.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00022011.png,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
00022042.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022053.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022069.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022137.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022177.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00022226.png,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
00022266.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022534.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00022563.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022604.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
00022781.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00022807.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00022836.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022918.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022926.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022975.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00023021.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023123.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023225.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023268.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023306.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00023341.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00023452.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00023559.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00023561.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00023564.png,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
00023830.png,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
00023841.png,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
00023880.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00023887.png,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00024168.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00024171.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024174.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024201.png,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
00024204.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024237.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024267.png,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00024278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024320.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00024344.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00024369.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024390.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024475.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00024632.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
00024669.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00024747.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00024752.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00024757.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00024905.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
00024973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00025004.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00025024.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025123.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00025128.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025323.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
