filename,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK
00004220.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00004401.png,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00004544.png,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
00004884.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00004996.png,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00005177.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00005199.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00005209.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00005479.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00005506.png,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00005701.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00005738.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00006302.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00006558.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00006850.png,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
00006944.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00007157.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00007242.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00007481.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00007621.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00007671.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00008224.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00008553.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00008779.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00009050.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009095.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009448.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00009622.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00009761.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00010031.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010078.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010134.png,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
00010214.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010603.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010692.png,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00010872.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00011103.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00011147.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00011235.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00011463.png,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
00011518.png,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
00011867.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00011944.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00012058.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012243.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00012490.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012569.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00012578.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012619.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00012666.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012695.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00012703.png,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012785.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00012828.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00013385.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00013400.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013636.png,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00013733.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00013865.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00014058.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00014068.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
00014628.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00015294.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00015551.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
00015612.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015660.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015824.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00015953.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00016577.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00016643.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00017005.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017132.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017139.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017152.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017155.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017222.png,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
00017346.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00017578.png,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
00017681.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018002.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00018134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018634.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018650.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018861.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019021.png,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
00019060.png,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
00019105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019201.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019249.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019367.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019538.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019539.png,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00019599.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00019674.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00019725.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
00020022.png,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00020034.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00020412.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00020414.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00020480.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00020664.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00020779.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021051.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021088.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021095.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021109.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021172.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021417.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00021482.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021953.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00021985.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00022011.png,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
00022042.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022069.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022137.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022226.png,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
00022534.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00022563.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022604.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
00022807.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00022836.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00022918.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022926.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023123.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023225.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023341.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00023830.png,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
00023841.png,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
00023880.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00023887.png,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00024168.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00024171.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024201.png,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
00024204.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024237.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024267.png,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00024278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024320.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00024369.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024390.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024632.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
00024747.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00024752.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00024757.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00024905.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
00024973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00025004.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00025353.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025359.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025475.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00025501.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025531.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025729.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00025770.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025795.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
00026089.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026201.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00026467.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00026469.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026488.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00026718.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026747.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00026793.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00026822.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027114.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027192.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027262.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027357.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
00027367.png,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00027793.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027837.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027850.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027932.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027954.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00028000.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00028034.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00028156.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00028173.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00028674.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00028736.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00028874.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00029182.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00029196.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00029202.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00029525.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00029654.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00029930.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00030278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00030540.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00030973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00031408.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00031549.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00031847.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00031973.png,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
00032031.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00032447.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00033086.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00033112.png,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00033480.png,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00033497.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00033563.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00033658.png,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00033659.png,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00033855.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00034317.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00034549.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00034840.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00035048.png,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00035230.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00035254.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00035505.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00035643.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00035707.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00035852.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00036576.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00036642.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00036758.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00037019.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00037104.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00037269.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00037503.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00037600.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00037737.png,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00037869.png,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00038134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00038143.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00038291.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00038436.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
00038564.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00038646.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00038647.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00038648.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00038720.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00038883.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00039100.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00039158.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
00039274.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00039414.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00039531.png,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
00039564.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00039627.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00039776.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00039848.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00039951.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040333.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040356.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040374.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040441.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00040545.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00040683.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040762.png,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00041117.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00041223.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00041438.png,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
00041682.png,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00041888.png,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00041901.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00042163.png,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
00042167.png,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
00042178.png,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00042478.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00042678.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00042815.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00042909.png,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
00043006.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00043779.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00043815.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00043876.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00043958.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00043978.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00044006.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00044226.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00044346.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00044474.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00044687.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00044698.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00044757.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044798.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044840.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044868.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00044912.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044917.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044942.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044959.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00045177.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
00045366.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00045393.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00045526.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00046282.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00046294.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00046513.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00047420.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047442.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047457.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047625.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00047705.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00047812.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047888.png,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00047952.png,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
00048298.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00048633.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00049167.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00049189.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00049503.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00049753.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00049875.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00049996.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00050237.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00050330.png,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
00050370.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
