filename,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK
00010973.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00011103.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00011147.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00011463.png,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
00011518.png,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
00011867.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00012058.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012666.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00012695.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00012703.png,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00012828.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00013385.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00013400.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013733.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00014058.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00014068.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
00014628.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00015294.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00015551.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
00015660.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017132.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017139.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00017155.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018002.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00018134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00018650.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019201.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00019599.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00020412.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00020480.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00020779.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021051.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021088.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021109.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021482.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00021953.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022069.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00022137.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00022226.png,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
00022604.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
00022918.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00023123.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00023830.png,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
00023880.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00024168.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00024171.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00024204.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024237.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00024320.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00024632.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
00024747.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00024752.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00024757.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00024905.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
00025353.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025359.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025531.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00025729.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00025795.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
00026089.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026822.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00026885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027114.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027192.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00027262.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027793.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027837.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00027954.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00028034.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00028173.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00028874.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00029182.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00029525.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00029930.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00032031.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00033112.png,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00033480.png,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00033563.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00033658.png,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00033659.png,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00033855.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00034317.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00035048.png,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00035254.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00035505.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00035707.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00037019.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00037104.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00037269.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00037503.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00037737.png,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00038134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00038291.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00038648.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00038720.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00039274.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00039564.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00039627.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00039776.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00039848.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00039951.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040545.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00040683.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00040762.png,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00041223.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00041438.png,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
00041682.png,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00042163.png,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
00042178.png,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
00042678.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00043779.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00043876.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00043958.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00043978.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00044474.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00044687.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00044757.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044798.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044868.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00044917.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00044942.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00045393.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00045526.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00046282.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00047420.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047812.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047888.png,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00047952.png,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
00048633.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00049996.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00050330.png,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
00050370.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00050745.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00051164.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00051196.png,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00051880.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00051926.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00052046.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00052679.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00053234.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00053648.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00054194.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00054218.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00054339.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00054584.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00054787.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00055253.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00055931.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00055932.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00056149.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
00056196.png,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00056198.png,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00056434.png,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
00056470.png,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
00056700.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00056738.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00056753.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00057034.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00057277.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00057499.png,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
00058033.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00058188.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00058210.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00059040.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00059427.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00059537.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00059593.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00060025.png,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00060765.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00061814.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00062140.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00062911.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00062980.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00062983.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00063202.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00063203.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00063257.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00063728.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00063834.png,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00063888.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00064116.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00064305.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00064444.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00064514.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00064767.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00064931.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00065117.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00065122.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00065412.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00065879.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00066977.png,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
00066982.png,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00067307.png,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00067537.png,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00068489.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00068938.png,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
00069229.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00069289.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00069299.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00069587.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00069590.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00069671.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00069851.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00069889.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00069976.png,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
00070307.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
00071139.png,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00071310.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00071400.png,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00071558.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00072889.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00073110.png,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
00073235.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00073321.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00073500.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00073720.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00074126.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00074365.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00074428.png,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
00074677.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00074818.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00075013.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00075920.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00075935.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00075941.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00076246.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00076292.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00076824.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00078075.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00078206.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00078303.png,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
00078448.png,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
00078458.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00078484.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00079020.png,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
00079074.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00079082.png,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
00079159.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00079225.png,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
00079229.png,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00079271.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00079334.png,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
00079397.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00079526.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00079745.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00080176.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00080357.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00080432.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00080442.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00081202.png,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00081262.png,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
00081297.png,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
00081906.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00082271.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00082386.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00082808.png,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00082820.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
00083189.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00083208.png,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
00083347.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00083810.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084291.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00084374.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084435.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084619.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00084690.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00084914.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00084993.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085084.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085135.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00085188.png,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00085252.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085523.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00085596.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085881.png,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
00086543.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086571.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086759.png,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00086884.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00087060.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00087178.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00087254.png,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00087282.png,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
00087355.png,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00087703.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00088093.png,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
00088148.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00088209.png,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
00088227.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
00088335.png,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
00088471.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
00089449.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00090091.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00090221.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
00090543.png,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00090600.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00090666.png,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
00090751.png,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00090875.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00091227.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00091288.png,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
00091709.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00091928.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
00091984.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00092539.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00092624.png,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
00092659.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
00093262.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
